NLOID,ISCO-08 Score,SOC-20 Score,Major Group,Sub-Major Group,Minor Group,ISCO Unit Group,Occupation Title,Core List,Digital Economy Occupation ,Comprehension Score,OP N,OP Mean,OP Std,OP Skewness,OP Kurtosis,SV N,SV Mean,SV Std,SV Skewness,SV Kurtosis,OP/SV Difference
NL215,3132,8134,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3132 Incinerator and Water Treatment Plant Operators,Water Treatment Plant Operator,0,0,41,302,43.8742,19.42472,-0.021,-0.374,304,56.148,21.83741,-0.357,-0.314,-12.2738
NL216,3133,8113,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3133 Chemical Processing Plant Controllers,Chemical Heat Treating Plant Operator,0,0,36,308,46.5357,20.47694,-0.251,-0.464,300,49.2333,22.95172,-0.256,-0.537,-2.6976
NL217,3134,8113,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3134 Petroleum and Natural Gas Refining Plant Operators,Oil Refinery Process Technician,0,0,42,306,51.8301,20.49399,-0.409,-0.008,301,54.0498,21.38397,-0.413,-0.281,-2.2197
NL218,3135,8115,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3135 Metal Production Process Controllers,Blast Furnace Operator,0,0,43,303,41.4587,18.22879,0.044,-0.502,305,49.70819672,20.56944508,-0.09519776162,-0.269018729,-8.249496721
NL219,3139,8142,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3139 Process Control Technicians Not Elsewhere Classified,Assembly Line Operator,0,0,42,302,34.2119,19.23404,0.329,-0.395,304,45.8059,20.3907,0.027,-0.583,-11.594
NL220,3139,5221,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3139 Process Control Technicians Not Elsewhere Classified,Industrial Robot Controller,0,0,40,308,52.7922,19.1715,-0.484,-0.188,300,48.6933,21.74247,-0.238,-0.443,4.0989
NL221,3141,3111,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,314 Life Science Technicians and Related Associate Professionals,3141 Life Science Technicians (excluding Medical),Biochemistry Technician,1,0,43,1219,61.2223,18.27824,-0.576,0.429,1210,60.4843,20.14871,-0.645,0.452,0.738
NL222,3142,5111,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,314 Life Science Technicians and Related Associate Professionals,3142 Agricultural Technicians,Dairy Farm Technician,0,0,48,306,47.8366,19.19356,-0.117,-0.431,301,54.4053,21.74293,-0.503,0.078,-6.5687
NL223,3143,9112,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,314 Life Science Technicians and Related Associate Professionals,3143 Forestry Technicians,Forest Management Technician,0,0,48,303,51.6238,17.80441,-0.157,-0.241,305,58.83278689,19.26071747,-0.4672277653,0.2342923083,-7.208986885
NL224,3151,3512,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3151 Ships’ Engineers,Ships’ Engineer,0,0,49,302,66.351,16.22688,-0.62,0.916,304,62.0033,18.55337,-0.553,0.381,4.3477
NL225,3152,8232,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3152 Ships’ Deck Officers and Pilots,Pirate*,0,0,50,308,17.7987,24.07179,1.432,1.108,300,10.87,18.93873,2.459,6.496,6.9287
NL226,3152,3512,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3152 Ships’ Deck Officers and Pilots,Ship’s Captain,0,0,49,306,76.6503,14.35357,-1.385,4.046,301,66.7475,19.26731,-0.573,0.531,9.9028
NL227,3153,3511,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3153 Aircraft Pilots and Related Associate Professionals,Aircraft Pilot,1,0,50,1219,80.694,14.55709,-1.236,2.36,1210,73.30495868,18.69494056,-0.8711931826,0.8499109936,7.389041322
NL228,3153,3417,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3153 Aircraft Pilots and Related Associate Professional,Drone Operator*,0,0,47,303,44.0462,19.90186,-0.189,-0.462,305,38.741,23.00433,-0.099,-1.045,5.3052
NL229,3154,3511,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3154 Air Traffic Controllers,Air Traffic Controller,0,0,49,302,70.7715,17.46427,-0.786,1.271,304,71.6908,18.45313,-0.656,0.335,-0.9193
NL230,3155,5223,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,315 Ship and Aircraft Controllers and Technicians,3155 Air Traffic Safety Electronics Technicians,Air Traffic Safety Engineer,0,0,43,308,70.1916,17.15115,-1.125,2.299,300,72.0633,17.89301,-0.711,0.63,-1.8717
NL231,3211,5249,3 Technicians and Associate Professionals,32 Health Associate Professionals,321 Medical and Pharmaceutical Technicians,3211 Medical Imaging and Therapeutic Equipment Technicians,X-Ray Technician,1,0,49,1219,61.7908,17.37351,-0.356,0.456,1210,70.06363636,18.01722593,-0.6328355215,0.693287568,-8.272836364
NL232,3212,6131,3 Technicians and Associate Professionals,32 Health Associate Professionals,321 Medical and Pharmaceutical Technicians,3212 Medical and Pathology Laboratory Technicians,Blood-Bank Technician,0,0,47,306,57.866,19.357,-0.34,0.17,301,69.103,19.75532,-0.577,0.218,-11.237
NL233,3213,3212,3 Technicians and Associate Professionals,32 Health Associate Professionals,321 Medical and Pharmaceutical Technicians,3213 Pharmaceutical Technicians and Assistants,Pharmaceutical Assistant,0,0,41,303,51.2079,17.46727,-0.168,-0.152,305,60.50163934,19.01300189,-0.3573593214,0.1962844724,-9.293739344
NL234,3214,3213,3 Technicians and Associate Professionals,32 Health Associate Professionals,321 Medical and Pharmaceutical Technicians,3214 Medical and Dental Prosthetic Technicians,Prosthetic Appliance Technician,0,0,43,302,58.8344,19.89188,-0.411,0.218,304,63.6283,20.33133,-0.769,0.503,-4.7939
NL235,3221,6131,3 Technicians and Associate Professionals,32 Health Associate Professionals,322 Nursing and Midwifery Associate Professionals,3221 Nursing Associate professionals,Assistant Nurse,0,0,48,308,55.5065,19.72044,-0.186,0.083,300,72.23,20.05087,-0.772,0.527,-16.7235
NL236,3222,2231,3 Technicians and Associate Professionals,32 Health Associate Professionals,322 Nursing and Midwifery Associate Professionals,3222 Midwifery Associate professionals,Assistant Midwife,1,0,49,1219,56.4947,19.45212,-0.261,0.058,1210,70.6074,19.21121,-0.726,0.649,-14.1127
NL237,3230,3214,3 Technicians and Associate Professionals,32 Health Associate Professionals,323 Traditional and Complementary Medicine Associate Professionals,3230 Traditional and Complementary Medicine Associate Professionals,Herbal Medicine Technician,1,0,47,1219,37.5078,21.57202,0.235,-0.486,1210,39.3992,24.43272,0.112,-0.784,-1.8914
NL238,3230,3214,3 Technicians and Associate Professionals,32 Health Associate Professionals,323 Traditional and Complementary Medicine Associate Professionals,3230 Traditional and Complementary Medicine Associate Professionals,Witch Doctor*,0,0,38,306,19.3791,23.9024,1.304,0.796,301,18.8439,24.29291,1.204,0.309,0.5352
NL239,3230,3214,3 Technicians and Associate Professionals,32 Health Associate Professionals,323 Traditional and Complementary Medicine Associate Professionals,3230 Traditional and Complementary Medicine Associate Professionals,Village Healer,0,0,44,303,34.4752,24.12204,0.386,-0.709,305,37.741,26.38372,0.225,-0.899,-3.2658
NL240,3240,6129,3 Technicians and Associate Professionals,32 Health Associate Professionals,324 Veterinary Technicians and Assistants,3240 Veterinary Technicians and Assistants,Veterinary Assistant,1,0,50,1219,55.2231,17.87434,-0.189,0.139,1210,63.757,19.4207,-0.521,0.253,-8.5339
NL241,3251,3213,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3251 Dental Assistants and Therapists,Dental Hygienist,0,0,50,302,55.4371,18.51948,-0.108,0.04,304,64.4572,18.39083,-0.551,0.481,-9.0201
NL242,3252,4211,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3252 Medical Records and Health Information Technicians,Medical Records Clerk,0,0,46,308,42.2857,18.51954,0.21,-0.035,300,55.24,20.63367,-0.232,-0.253,-12.9543
NL243,3253,2232,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3253 Community Health Workers,Community Health Worker,0,0,49,306,56.5294,21.38885,-0.17,-0.349,301,73.0133,19.27917,-0.549,-0.159,-16.4839
NL244,3254,3211,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3254 Dispensing Opticians,Contact Lens Optician,0,0,50,303,51.0462,18.4083,-0.386,-0.238,305,56.2131,20.00585,-0.589,0.244,-5.1669
NL245,3255,3214,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3255 Physiotherapy Technicians and Assistants,Massage Therapist,0,0,48,302,39.8642,17.88013,-0.032,-0.292,304,43.7467,21.18125,-0.28,-0.572,-3.8825
NL246,3256,3213,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3256 Medical Assistants,Medical Assistant,0,0,49,308,56.6916,19.1156,-0.179,-0.048,300,69.71,18.41547,-0.69,0.966,-13.0184
NL247,3257,2483,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3257 Environmental and Occupational Health Inspectors and Associates,Food Safety Inspector,1,0,50,1219,50.0213,19.12373,-0.251,-0.182,1210,62.105,19.93869,-0.442,0.154,-12.0837
NL248,3257,3581,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3257 Environmental and Occupational Health Inspectors and Associates,Health Inspector,0,0,46,306,56.0948,19.26555,-0.451,0.449,301,66.6578,18.77656,-0.466,0.591,-10.563
NL249,3258,2255,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3258 Ambulance Workers,Ambulance Paramedic,0,0,50,303,70.868,17.99455,-0.544,0.375,305,83.96393443,14.98865835,-1.12524726,1.388538567,-13.09593443
NL250,3259,2259,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3259 Health Associate Professionals Not Elsewhere Classified,Family Planning Counsellor,0,0,47,302,50.4305,17.20543,-0.403,0.499,304,58.7303,20.12485,-0.657,0.747,-8.2998
NL251,3259,5221,3 Technicians and Associate Professionals,32 Health Associate Professionals,325 Other Health Associate Professionals,3259 Health Associate Professionals Not Elsewhere Classified,Medical Robot Operator,0,0,44,308,59.1494,20.97161,-0.695,0.222,300,60.42,24.9814,-0.671,-0.211,-1.2706
NL252,3311,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3311 Securities and Finance Dealers and Brokers,Online Stock Trader,0,1,49,306,48.5882,23.54989,-0.262,-0.577,301,36.2924,23.14709,0.063,-0.964,12.2958
NL253,3311,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3311 Securities and Finance Dealers and Brokers,Stockbroker,0,0,45,303,58.1485,21.91784,-0.699,0.181,305,44.1377,24.71883,-0.237,-0.963,14.0108
NL254,3311,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3311 Securities and Finance Dealers and Brokers,"Cryptocurrency Trader (e.g., Bitcoin)*",0,1,41,302,36.4371,23.54696,0.046,-0.947,304,27.9178,26.34594,0.709,-0.572,8.5193
NL255,3311,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3311 Securities and Finance Dealers and Brokers,Foreign Exchange Dealer,0,0,44,308,48.5065,21.39979,-0.307,-0.433,300,44.1467,23.34184,-0.175,-0.752,4.3598
NL256,3311,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3311 Securities and Finance Dealers and Brokers,Data Broker,0,1,27,306,45.2843,19.90883,-0.242,-0.335,301,40.0498,21.1909,-0.012,-0.359,5.2345
NL257,3312,4129,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3312 Credit and Loans Officers,Mortgage Officer,0,0,45,303,47.8317,16.70135,-0.263,0.041,305,49.30819672,19.08007964,-0.3223088088,-0.1558927902,-1.476496721
NL258,3313,4122,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3313 Accounting Associate Professionals,Bookkeeper,0,0,44,302,48.0861,18.95087,-0.49,-0.193,304,48.6118,21.16431,-0.363,-0.36,-0.5257
NL259,3314,2433,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,"3314 Statistical, Mathematical and Related Associate Professionals",Statistical Assistant,1,0,47,1219,46.2732,18.46574,-0.282,-0.169,1210,46.1107,21.35205,-0.229,-0.429,0.1625
NL260,3315,3541,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,331 Financial and Mathematical Associate Professionals,3315 Valuers and Loss Assessors,Insurance Claims Assessor,0,0,48,308,43.7955,20.59649,-0.271,-0.601,300,46.0733,21.95483,-0.343,-0.639,-2.2778
NL261,3321,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,332 Sales and Purchasing Agents and Brokers,3321 Insurance Representatives,Insurance Broker,1,0,45,1219,48.4594,18.55093,-0.386,0.002,1210,47.05619835,21.11417186,-0.1837353431,-0.3053039376,1.403201653
NL262,3322,7219,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,332 Sales and Purchasing Agents and Brokers,3322 Commercial Sales Representatives,After-Sales Service Adviser,0,0,45,306,37.3889,19.81775,0.241,-0.225,301,43.4817,21.12322,-0.167,-0.611,-6.0928
NL263,3323,3551,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,332 Sales and Purchasing Agents and Brokers,3323 Buyers,Purchasing Agent,0,0,41,303,42.2442,16.87723,-0.145,0.058,305,40.6852459,19.84344844,-0.2610260152,-0.4965201922,1.558954098
NL264,3324,3531,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,332 Sales and Purchasing Agents and Brokers,3324 Trade Brokers,Freight Shipping Broker,0,0,49,302,46.4007,17.55471,-0.41,-0.1,304,45.9803,21.6426,-0.139,-0.419,0.4204
NL265,3331,3542,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3331 Clearing and Forwarding Agents,Shipping Agent,0,0,49,308,40.1981,18.84559,-0.03,-0.591,300,45.6833,21.34452,-0.307,-0.416,-5.4852
NL266,3332,3557,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3332 Conference and Event Planners,Wedding Planner,0,0,49,306,42.8235,20.20797,-0.208,-0.51,301,38.9203,23.95566,0.164,-0.632,3.9032
NL267,3333,3572,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3333 Employment Agents and Contractors,Human Trafficker*,0,0,50,303,2.7393,9.88182,4.887,25.213,305,4.3279,13.28796,4.13,18.846,-1.5886
NL268,3333,3572,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3333 Employment Agents and Contractors,Job Placement Officer,0,0,41,302,40.6424,18.1241,-0.117,-0.496,304,50.5526,19.9151,-0.489,-0.122,-9.9102
NL269,3334,3555,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3334 Real Estate Agents and Property Managers,Real Estate Agent,1,0,50,1219,42.6899,20.41175,-0.124,-0.479,1210,43.44214876,22.56776305,-0.03305554997,-0.5318457461,-0.7522487603
NL270,3339,3555,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3339 Business Services Agents Not Elsewhere Classified,Auctioneer,0,0,50,308,48.7208,19.62083,-0.349,-0.28,300,42.37,22.3943,-0.069,-0.653,6.3508
NL271,3339,3572,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3339 Business Services Agents Not Elsewhere Classified,Pimp*,0,0,48,306,7.7157,17.08208,2.644,6.73,301,5.5282,14.79358,3.587,13.982,2.1875
NL272,3339,3432,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,333 Business Services Agents,3339 Business Services Agents Not Elsewhere Classified,Sports Agent,0,0,40,303,48.9868,21.12388,-0.255,-0.526,305,37.1704918,23.1801536,0.1143440847,-0.821926162,11.8163082
NL273,3341,4142,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,334 Administrative and Specialized Secretaries,3341 Office Supervisors,Office Supervisor,0,0,49,302,49.8411,15.12323,-0.505,0.501,304,49.3355,18.40144,-0.07,0.038,0.5056
NL274,3342,4212,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,334 Administrative and Specialized Secretaries,3342 Legal Secretaries,Legal Secretary,0,0,46,308,57.8117,17.49165,-0.423,0.039,300,56.54,19.14655,-0.17,0.082,1.2717
NL275,3343,4215,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,334 Administrative and Specialized Secretaries,3343 Administrative and Executive Secretaries,Personal Assistant,1,0,49,1219,43.3618,18.10822,-0.195,-0.375,1210,44.5008,21.20116,-0.136,-0.431,-1.139
NL276,3343,4217,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,334 Administrative and Specialized Secretaries,3343 Administrative and Executive Secretaries,Court Reporter,0,0,47,306,54.1307,17.04389,-0.474,0.463,301,51.6312,19.21372,-0.513,0.044,2.4995
NL277,3343,4215,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,334 Administrative and Specialized Secretaries,3343 Administrative and Executive Secretaries,Online Freelance Personal Assistant,0,1,41,303,39,18.51758,0.135,-0.389,305,37.4295,21.48536,-0.005,-0.797,1.5705
NL278,3344,4211,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,334 Administrative and Specialized Secretaries,3344 Medical Secretaries,Medical Secretary,0,0,47,302,52.7848,17.97996,-0.109,0.009,304,59.9079,18.1524,-0.299,0.324,-7.1231
NL279,3351,3319,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3351 Customs and Border Inspectors,Immigration Officer,0,0,49,308,46.9805,21.31262,-0.155,-0.407,300,54.5933,22.65463,-0.634,-0.014,-7.6128
NL280,3351,2423,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3351 Customs and Border Inspectors,Customs Inspector,0,0,47,306,51.4118,18.96866,-0.103,-0.129,301,53.7342,21.0875,-0.204,-0.071,-2.3224
NL281,3352,4111,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3352 Government Tax and Excise Officials,Tax Officer,1,0,49,1219,43.2486,21.32749,-0.159,-0.469,1210,44.3008,23.05681,-0.276,-0.755,-1.0522
NL282,3353,3229,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3353 Government Social Benefits Officials,Welfare and Benefits Officer,0,0,46,303,42.0429,19.68161,-0.069,-0.256,305,54.3574,21.92136,-0.417,-0.162,-12.3145
NL283,3354,5319,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3354 Government Licensing Officials,Building Permit Officer,0,0,43,302,45.2848,17.29205,-0.412,-0.039,304,48.0526,19.54053,-0.272,-0.09,-2.7678
NL284,3355,3312,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3355 Police Inspectors and Detectives,Police Detective,0,0,50,308,67.1071,16.58337,-0.752,1.181,300,69.3133,19.38197,-1.139,2.107,-2.2062
NL285,3359,3581,3 Technicians and Associate Professionals,33 Business and Administration Associate Professionals,335 Government Regulatory Associate Professionals,3359 Government Regulatory Associate Professionals Not Elsewhere Classified,Fisheries Inspector,0,0,44,306,50.6242,18.77771,-0.255,-0.283,301,54.0365,20.34475,-0.289,0.001,-3.4123
NL286,3411,3319,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3411 Legal and Related Associate Professionals,Private Detective,0,0,49,303,55.5446,19.53475,-0.316,-0.137,305,46.18032787,23.98896964,-0.1299688404,-0.7359566346,9.364272131
NL287,3411,7122,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3411 Legal and Related Associate Professionals,Bailiff,0,0,45,302,32.9503,21.03709,0.174,-0.472,304,34.9638,24.43329,0.218,-0.781,-2.0135
NL288,3412,6134,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3412 Social Work Associate Professionals,Women’s Shelter Supervisor,0,0,49,308,54.474,20.96599,-0.162,-0.133,300,68.3267,20.81532,-0.496,0.046,-13.8527
NL289,3412,6135,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3412 Social Work Associate Professionals,Mental Health Support Worker,0,0,49,306,58.6275,22.00607,-0.147,-0.367,301,75.1495,20.39545,-0.773,0.101,-16.522
NL290,3412,2469,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3412 Social Work Associate Professionals,Disability Services Worker,1,0,48,1219,51.6596,21.16011,-0.042,-0.374,1210,68.2901,21.29142,-0.628,0.149,-16.6305
NL291,3413,2463,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3413 Religious Associate Professionals,Monk,0,0,49,303,43.4389,25.06261,0.064,-0.69,305,36.1672,25.98497,0.17,-1.054,7.2717
NL292,3413,3214,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","341 Legal, Social and Religious Associate Professionals",3413 Religious Associate Professionals,Faith Healer*,0,0,46,302,26.2119,21.94272,0.47,-0.702,304,24.1579,24.96324,0.961,0.135,2.054
NL293,3421,3431,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,3421 Athletes and Sports Players,Footballer,0,0,50,308,59.3799,27.96523,-0.6,-0.534,300,39.48,29.70754,0.372,-1.1,19.8999
NL294,3421,3431,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,3421 Athletes and Sports Players,Professional Poker Player,0,0,50,306,37.1667,26.23778,0.122,-1.178,301,18.8405,21.35184,1.031,0.118,18.3262
NL295,3421,3431,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,3421 Athletes and Sports Players,Professional E-Sports Player,0,1,49,303,41.4356,24.38641,0.096,-0.701,305,27.941,24.14546,0.641,-0.473,13.4946
NL296,3422,3432,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,"3422 Sports Coaches, Instructors and Officials",Swimming Instructor,0,0,50,302,46.1821,18.83686,-0.032,-0.356,304,56.102,19.80298,-0.378,0.136,-9.9199
NL297,3422,3432,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,"3422 Sports Coaches, Instructors and Officials",Sports Coach,0,0,50,308,50.3409,19.59502,-0.309,0.006,300,51.1767,21.83977,-0.262,-0.371,-0.8358
NL298,3423,3433,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,3423 Fitness and Recreation Instructors and Programme Leaders,Fitness Instructor,1,0,49,1219,42.361,18.86133,-0.049,-0.481,1210,45.7157,21.8095,-0.177,-0.435,-3.3547
NL299,3423,3433,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals",342 Sports and Fitness Workers,3423 Fitness and Recreation Instructors and Programme Leaders,Social Media Fitness Influencer,0,1,46,306,33.049,25.23569,0.321,-0.915,301,28.2425,26.09095,0.644,-0.576,4.8065
NL300,3431,3417,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals",3431 Photographers,Commercial Photographer,0,0,49,303,51.6898,17.21454,-0.265,0.364,305,43.5147541,20.5285571,-0.3745897644,-0.596879241,8.175045902
NL301,3431,2492,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals",3431 Photographers,Photojournalist,0,0,48,302,52.2219,19.52851,-0.632,0.028,304,50.8553,22.21584,-0.48,-0.285,1.3666
NL302,3432,3421,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals",3432 Interior Designers and Decorators,Interior Decorator,1,0,50,1219,46.2158,19.84381,-0.146,-0.333,1210,43.6636,21.70351,-0.186,-0.648,2.5522
NL303,3433,6138,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals","3433 Gallery, Museum and Library Technicians",Taxidermist,0,0,43,308,37.6916,21.68517,-0.06,-0.923,300,29.3,23.57462,0.447,-0.803,8.3916
NL304,3434,5434,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals",3434 Chefs,Head Chef,0,0,50,306,64.0131,17.20808,-0.659,0.63,301,57.9767,18.43374,-0.541,0.152,6.0364
NL305,3435,6222,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals",3435 Other Artistic and Cultural Associate Professionals,Tattooist,0,0,50,303,36.5446,20.89465,0.17,-0.567,305,30.918,23.74085,0.364,-0.829,5.6266
NL306,3435,3416,3 Technicians and Associate Professionals,"34 Legal, Social, Cultural and Related Associate Professionals","343 Artistic, Cultural and Culinary Associate Professionals",3435 Other Artistic and Cultural Associate Professionals,Stage Manager,0,0,48,302,50.0993,17.26258,-0.623,0.502,304,44.7533,21.62953,-0.198,-0.56,5.346
NL307,3511,3119,3 Technicians and Associate Professionals,35 Information and Communications Technicians,351 Information and Communications Technology Operations and User Support Technicians,3511 Information and Communications Technology Operations Technicians,Photocopier Technician,0,0,48,308,32.3506,19.13812,0.304,-0.526,300,38.2333,20.60958,0.202,-0.486,-5.8827
NL308,3512,3132,3 Technicians and Associate Professionals,35 Information and Communications Technicians,351 Information and Communications Technology Operations and User Support Technicians,3512 Information and Communications Technology User Support Technicians,Computer Help Desk Operator,0,0,47,306,40.3824,20.10026,0.056,-0.372,301,50.113,20.51066,-0.348,-0.261,-9.7306
NL309,3513,3132,3 Technicians and Associate Professionals,35 Information and Communications Technicians,351 Information and Communications Technology Operations and User Support Technicians,3513 Computer Network and Systems Technicians,Computer Network Support Technician,0,0,50,303,50.099,18.45839,-0.328,-0.139,305,52.0951,20.64584,-0.618,0.126,-1.9961
NL310,3514,3133,3 Technicians and Associate Professionals,35 Information and Communications Technicians,351 Information and Communications Technology Operations and User Support Technicians,3514 Web Technicians,Website Administrator,1,0,46,1219,46.5021,18.42998,-0.217,-0.237,1210,45.70247934,20.35854975,-0.1822755012,-0.288487618,0.7996206612
NL311,3521,3554,3 Technicians and Associate Professionals,35 Information and Communications Technicians,352 Telecommunications and Broadcasting Technicians,3521 Broadcasting and Audiovisual Technicians,Media Production Assistant,1,0,43,1219,46.2289,17.8938,-0.297,-0.097,1210,43.51900826,20.00661724,-0.1455552247,-0.3742911417,2.709891736
